시작시각(년월일시분),세션,지속시간,프로젝트
2024-08-15 11:00,휴식,5,포트폴리오 작업
2024-08-15 12:23,집중,25,알고리즘 연습
2024-08-15 12:48,휴식,5,알고리즘 연습
2024-08-15 16:55,집중,25,알고리즘 연습
2024-08-15 17:20,긴휴식,15,알고리즘 연습
2024-08-15 20:20,집중,30,포트폴리오 작업
2024-08-16 09:33,집중,45,자바스크립트 공부
2024-08-16 09:40,집중,25,포트폴리오 작업
2024-08-16 10:05,휴식,5,포트폴리오 작업
2024-08-16 10:23,집중,25,블로그 글쓰기
2024-08-16 10:48,휴식,5,블로그 글쓰기
2024-08-16 23:53,집중,25,블로그 글쓰기
2024-08-17 09:40,집중,45,포트폴리오 작업
2024-08-17 10:24,집중,30,취업 준비
2024-08-17 10:54,휴식,5,취업 준비
2024-08-17 15:56,집중,25,포트폴리오 작업
2024-08-18 10:44,집중,15,자바스크립트 공부
2024-08-18 10:59,휴식,5,자바스크립트 공부
2024-08-18 16:48,집중,25,디자인 작업
2024-08-19 10:40,집중,15,취업 준비
2024-08-19 10:55,휴식,5,취업 준비
2024-08-19 12:47,집중,25,자바스크립트 공부
2024-08-19 13:47,휴식,5,자바스크립트 공부
2024-08-19 15:09,집중,15,블로그 글쓰기
2024-08-19 15:24,휴식,5,블로그 글쓰기
2024-08-19 18:19,집중,25,디자인 작업
2024-08-19 19:20,집중,25,블로그 글쓰기
2024-08-20 06:05,집중,45,포트폴리오 작업
2024-08-20 06:50,휴식,5,포트폴리오 작업
2024-08-20 10:58,집중,45,리액트 프로젝트
2024-08-20 11:18,집중,15,포트폴리오 작업
2024-08-20 11:33,집중,30,리액트 프로젝트
2024-08-20 12:03,긴휴식,15,리액트 프로젝트
2024-08-20 14:44,집중,25,자바스크립트 공부
2024-08-21 04:25,집중,25,자바스크립트 공부
2024-08-21 05:25,휴식,5,자바스크립트 공부
2024-08-21 09:16,집중,25,리액트 프로젝트
2024-08-21 09:41,휴식,5,리액트 프로젝트
2024-08-21 10:56,집중,25,디자인 작업
2024-08-21 11:56,휴식,5,디자인 작업
2024-08-21 12:32,집중,15,포트폴리오 작업
2024-08-21 12:47,긴휴식,15,포트폴리오 작업
2024-08-21 16:19,집중,25,알고리즘 연습
2024-08-21 17:19,휴식,5,알고리즘 연습
2024-08-21 21:06,집중,25,자바스크립트 공부
2024-08-22 07:19,집중,25,리액트 프로젝트
2024-08-22 07:44,휴식,5,리액트 프로젝트
2024-08-22 14:23,집중,25,영어 공부
2024-08-22 14:48,휴식,5,영어 공부
2024-08-22 15:30,집중,25,자바스크립트 공부
2024-08-22 15:55,휴식,5,자바스크립트 공부
2024-08-22 17:19,집중,15,코드 리팩토링
2024-08-22 17:34,긴휴식,15,코드 리팩토링
2024-08-22 23:23,집중,45,영어 공부
2024-08-23 02:57,집중,25,리액트 프로젝트
2024-08-23 03:22,휴식,5,리액트 프로젝트
2024-08-23 10:16,집중,30,알고리즘 연습
2024-08-23 10:46,휴식,5,알고리즘 연습
2024-08-23 15:49,집중,30,자바스크립트 공부
2024-08-23 16:19,휴식,5,자바스크립트 공부
2024-08-23 19:56,집중,25,취업 준비
2024-08-24 07:15,집중,25,자바스크립트 공부
2024-08-24 07:40,휴식,5,자바스크립트 공부
2024-08-24 14:48,집중,25,영어 공부
2024-08-24 15:13,휴식,5,영어 공부
2024-08-24 16:49,집중,30,영어 공부
2024-08-25 11:51,집중,25,자바스크립트 공부
2024-08-25 12:16,휴식,5,자바스크립트 공부
2024-08-25 14:52,집중,45,블로그 글쓰기
2024-08-26 07:54,집중,15,디자인 작업
2024-08-26 08:08,집중,45,리액트 프로젝트
2024-08-26 08:53,휴식,5,리액트 프로젝트
2024-08-26 12:29,집중,30,코드 리팩토링
2024-08-26 12:59,휴식,5,코드 리팩토링
2024-08-26 14:20,집중,30,포트폴리오 작업
2024-08-26 14:50,긴휴식,15,포트폴리오 작업
2024-08-26 18:07,집중,45,코드 리팩토링
2024-08-27 07:46,집중,25,코드 리팩토링
2024-08-27 08:46,휴식,5,코드 리팩토링
2024-08-27 14:37,집중,45,영어 공부
2024-08-27 15:22,휴식,5,영어 공부
2024-08-27 15:28,집중,15,블로그 글쓰기
2024-08-27 15:43,집중,45,알고리즘 연습
2024-08-27 16:28,긴휴식,15,알고리즘 연습
2024-08-27 17:06,집중,25,리액트 프로젝트
2024-08-28 09:32,집중,25,영어 공부
2024-08-28 09:57,집중,15,자바스크립트 공부
2024-08-28 10:12,휴식,5,자바스크립트 공부
2024-08-28 13:43,집중,45,포트폴리오 작업
2024-08-28 14:03,집중,30,블로그 글쓰기
2024-08-28 14:33,긴휴식,15,블로그 글쓰기
2024-08-28 15:36,집중,15,디자인 작업
2024-08-28 15:51,휴식,5,디자인 작업
2024-08-28 19:15,집중,25,코드 리팩토링
2024-08-29 08:45,집중,30,알고리즘 연습
2024-08-29 09:15,휴식,5,알고리즘 연습
2024-08-29 10:37,집중,45,영어 공부
2024-08-29 11:22,휴식,5,영어 공부
2024-08-29 14:03,집중,25,알고리즘 연습
2024-08-29 14:40,집중,45,리액트 프로젝트
2024-08-29 15:25,긴휴식,15,리액트 프로젝트
2024-08-29 21:04,집중,30,포트폴리오 작업
2024-08-30 09:17,집중,45,코드 리팩토링
2024-08-30 10:02,휴식,5,코드 리팩토링
2024-08-30 18:26,집중,45,리액트 프로젝트
2024-08-30 19:02,집중,15,디자인 작업
2024-08-30 19:17,휴식,5,디자인 작업
2024-08-30 21:38,집중,25,자바스크립트 공부
2024-08-31 07:17,집중,30,자바스크립트 공부
2024-08-31 07:47,휴식,5,자바스크립트 공부
2024-08-31 11:45,집중,45,포트폴리오 작업
2024-08-31 12:30,휴식,5,포트폴리오 작업
2024-08-31 16:16,집중,30,취업 준비
2024-09-01 08:26,집중,25,알고리즘 연습
2024-09-01 09:00,집중,15,포트폴리오 작업
2024-09-01 09:15,휴식,5,포트폴리오 작업
2024-09-01 14:28,집중,15,코드 리팩토링
2024-09-01 14:43,휴식,5,코드 리팩토링
2024-09-01 16:34,집중,45,코드 리팩토링
2024-09-01 17:19,긴휴식,15,코드 리팩토링
2024-09-01 19:27,집중,45,리액트 프로젝트
2024-09-02 08:56,집중,45,자바스크립트 공부
2024-09-02 09:42,집중,25,리액트 프로젝트
2024-09-02 09:58,집중,30,디자인 작업
2024-09-02 10:28,휴식,5,디자인 작업
2024-09-02 11:16,집중,25,자바스크립트 공부
2024-09-02 11:24,집중,25,디자인 작업
2024-09-02 12:24,휴식,5,디자인 작업
2024-09-02 12:33,집중,25,코드 리팩토링
2024-09-02 12:35,집중,25,알고리즘 연습
2024-09-02 13:00,휴식,5,알고리즘 연습
2024-09-02 15:31,집중,15,디자인 작업
2024-09-02 15:46,긴휴식,15,디자인 작업
2024-09-02 16:31,집중,25,코드 리팩토링
2024-09-02 16:42,집중,25,블로그 글쓰기
2024-09-02 17:07,휴식,5,블로그 글쓰기
2024-09-02 18:02,집중,45,코드 리팩토링
2024-09-02 18:47,휴식,5,코드 리팩토링
2024-09-02 20:38,집중,25,블로그 글쓰기
2024-09-03 05:23,집중,45,블로그 글쓰기
2024-09-03 06:01,집중,25,알고리즘 연습
2024-09-03 06:17,집중,15,코드 리팩토링
2024-09-03 06:32,휴식,5,코드 리팩토링
2024-09-03 07:21,집중,25,자바스크립트 공부
2024-09-03 08:14,집중,45,자바스크립트 공부
2024-09-03 08:59,휴식,5,자바스크립트 공부
2024-09-03 11:04,집중,25,디자인 작업
2024-09-03 11:32,집중,15,자바스크립트 공부
2024-09-03 11:37,집중,25,알고리즘 연습
2024-09-03 12:35,집중,25,포트폴리오 작업
2024-09-03 13:00,휴식,5,포트폴리오 작업
2024-09-03 13:58,집중,45,리액트 프로젝트
2024-09-03 13:58,집중,30,디자인 작업
2024-09-03 14:21,집중,45,포트폴리오 작업
2024-09-04 02:49,집중,15,디자인 작업
2024-09-04 03:04,휴식,5,디자인 작업
2024-09-04 06:05,집중,45,포트폴리오 작업
2024-09-04 06:13,집중,15,알고리즘 연습
2024-09-04 06:28,휴식,5,알고리즘 연습
2024-09-04 10:42,집중,45,영어 공부
2024-09-04 11:06,집중,25,리액트 프로젝트
2024-09-04 11:14,집중,25,알고리즘 연습
2024-09-04 12:14,휴식,5,알고리즘 연습
2024-09-04 13:25,집중,30,영어 공부
2024-09-04 13:55,휴식,5,영어 공부
2024-09-04 15:52,집중,15,리액트 프로젝트
2024-09-04 16:07,긴휴식,15,리액트 프로젝트
2024-09-04 17:23,집중,25,코드 리팩토링
2024-09-04 17:26,집중,15,코드 리팩토링
2024-09-04 17:40,집중,25,자바스크립트 공부
2024-09-04 18:05,휴식,5,자바스크립트 공부
2024-09-04 20:56,집중,15,포트폴리오 작업
2024-09-04 21:11,긴휴식,15,포트폴리오 작업
2024-09-04 21:40,집중,15,영어 공부
2024-09-05 09:13,집중,25,포트폴리오 작업
2024-09-05 09:38,휴식,5,포트폴리오 작업
2024-09-05 10:52,집중,25,취업 준비
2024-09-05 11:17,휴식,5,취업 준비
2024-09-05 14:22,집중,25,영어 공부
2024-09-05 15:22,휴식,5,영어 공부
2024-09-05 15:35,집중,25,포트폴리오 작업
2024-09-05 15:52,집중,30,취업 준비
2024-09-05 16:22,휴식,5,취업 준비
2024-09-05 17:28,집중,25,영어 공부
2024-09-05 17:35,집중,25,취업 준비
2024-09-05 17:57,집중,25,취업 준비
2024-09-05 18:22,긴휴식,15,취업 준비
2024-09-05 19:44,집중,15,코드 리팩토링
2024-09-05 19:59,휴식,5,코드 리팩토링
2024-09-05 20:06,집중,45,영어 공부
2024-09-05 20:43,집중,45,블로그 글쓰기
2024-09-05 21:28,휴식,5,블로그 글쓰기
2024-09-05 22:53,집중,45,취업 준비
2024-09-06 04:34,집중,45,블로그 글쓰기
2024-09-06 05:19,휴식,5,블로그 글쓰기
2024-09-06 08:57,집중,25,영어 공부
2024-09-06 09:22,휴식,5,영어 공부
2024-09-06 11:18,집중,25,리액트 프로젝트
2024-09-06 12:18,휴식,5,리액트 프로젝트
2024-09-06 12:30,집중,15,디자인 작업
2024-09-06 12:45,긴휴식,15,디자인 작업
2024-09-06 14:40,집중,25,포트폴리오 작업
2024-09-06 15:40,휴식,5,포트폴리오 작업
2024-09-06 15:50,집중,15,자바스크립트 공부
2024-09-06 16:05,휴식,5,자바스크립트 공부
2024-09-06 16:57,집중,45,코드 리팩토링
2024-09-06 17:18,집중,25,취업 준비
2024-09-06 17:43,긴휴식,15,취업 준비
2024-09-06 19:47,집중,25,취업 준비
2024-09-06 20:47,휴식,5,취업 준비
2024-09-06 20:58,집중,15,코드 리팩토링
2024-09-07 06:38,집중,45,취업 준비
2024-09-07 07:23,휴식,5,취업 준비
2024-09-07 08:54,집중,30,취업 준비
2024-09-07 09:24,휴식,5,취업 준비
2024-09-07 11:10,집중,45,코드 리팩토링
2024-09-07 11:31,집중,30,코드 리팩토링
2024-09-07 12:01,긴휴식,15,코드 리팩토링
2024-09-07 14:02,집중,25,알고리즘 연습
2024-09-07 15:02,휴식,5,알고리즘 연습
2024-09-07 15:29,집중,25,포트폴리오 작업
2024-09-07 15:54,휴식,5,포트폴리오 작업
2024-09-07 16:32,집중,25,블로그 글쓰기
2024-09-08 09:38,집중,15,코드 리팩토링
2024-09-08 09:53,휴식,5,코드 리팩토링
2024-09-08 11:54,집중,45,취업 준비
2024-09-08 12:39,휴식,5,취업 준비
2024-09-08 15:05,집중,15,코드 리팩토링
2024-09-08 15:20,휴식,5,코드 리팩토링
2024-09-08 18:42,집중,25,취업 준비
2024-09-08 19:42,긴휴식,15,취업 준비
2024-09-08 21:23,집중,25,알고리즘 연습
2024-09-09 00:42,집중,25,디자인 작업
2024-09-09 01:07,휴식,5,디자인 작업
2024-09-09 09:01,집중,45,자바스크립트 공부
2024-09-09 09:37,집중,45,포트폴리오 작업
2024-09-09 10:11,집중,15,리액트 프로젝트
2024-09-09 10:26,긴휴식,15,리액트 프로젝트
2024-09-09 12:37,집중,25,알고리즘 연습
2024-09-09 13:37,휴식,5,알고리즘 연습
2024-09-09 14:00,집중,25,리액트 프로젝트
2024-09-09 14:19,집중,30,자바스크립트 공부
2024-09-09 14:49,휴식,5,자바스크립트 공부
2024-09-09 15:55,집중,25,블로그 글쓰기
2024-09-09 16:06,집중,25,알고리즘 연습
2024-09-09 16:10,집중,25,디자인 작업
2024-09-09 16:44,집중,25,디자인 작업
2024-09-09 17:09,휴식,5,디자인 작업
2024-09-09 20:37,집중,25,코드 리팩토링
2024-09-10 06:14,집중,25,포트폴리오 작업
2024-09-10 06:39,휴식,5,포트폴리오 작업
2024-09-10 08:55,집중,45,블로그 글쓰기
2024-09-10 09:06,집중,25,영어 공부
2024-09-10 10:06,휴식,5,영어 공부
2024-09-10 10:28,집중,15,영어 공부
2024-09-10 10:43,긴휴식,15,영어 공부
2024-09-10 11:02,집중,25,취업 준비
2024-09-10 11:27,휴식,5,취업 준비
2024-09-10 11:57,집중,15,취업 준비
2024-09-10 12:10,집중,15,포트폴리오 작업
2024-09-10 12:25,휴식,5,포트폴리오 작업
2024-09-10 15:06,집중,30,영어 공부
2024-09-10 15:16,집중,15,블로그 글쓰기
2024-09-10 15:31,휴식,5,블로그 글쓰기
2024-09-10 15:38,집중,25,영어 공부
2024-09-10 16:38,휴식,5,영어 공부
2024-09-10 17:33,집중,45,리액트 프로젝트
2024-09-10 18:18,휴식,5,리액트 프로젝트
2024-09-10 20:33,집중,25,리액트 프로젝트
2024-09-11 05:54,집중,25,포트폴리오 작업
2024-09-11 06:31,집중,25,블로그 글쓰기
2024-09-11 06:56,휴식,5,블로그 글쓰기
2024-09-11 10:18,집중,25,자바스크립트 공부
2024-09-11 10:43,휴식,5,자바스크립트 공부
2024-09-11 11:00,집중,45,코드 리팩토링
2024-09-11 11:21,집중,30,자바스크립트 공부
2024-09-11 11:51,휴식,5,자바스크립트 공부
2024-09-11 11:59,집중,30,디자인 작업
2024-09-11 12:29,휴식,5,디자인 작업
2024-09-11 15:18,집중,15,자바스크립트 공부
2024-09-11 15:33,휴식,5,자바스크립트 공부
2024-09-11 16:06,집중,45,포트폴리오 작업
2024-09-11 16:51,긴휴식,15,포트폴리오 작업
2024-09-11 17:14,집중,25,블로그 글쓰기
2024-09-11 17:39,휴식,5,블로그 글쓰기
2024-09-11 18:18,집중,30,영어 공부
2024-09-11 18:48,휴식,5,영어 공부
2024-09-11 19:43,집중,45,디자인 작업
2024-09-11 20:28,휴식,5,디자인 작업
2024-09-11 20:55,집중,25,코드 리팩토링
2024-09-11 21:31,집중,30,알고리즘 연습
2024-09-12 07:45,집중,45,블로그 글쓰기
2024-09-12 08:30,휴식,5,블로그 글쓰기
2024-09-12 10:09,집중,25,포트폴리오 작업
2024-09-12 11:04,집중,15,리액트 프로젝트
2024-09-12 11:19,휴식,5,리액트 프로젝트
2024-09-12 11:38,집중,25,알고리즘 연습
2024-09-12 12:03,긴휴식,15,알고리즘 연습
2024-09-12 12:41,집중,15,블로그 글쓰기
2024-09-12 12:56,휴식,5,블로그 글쓰기
2024-09-12 14:40,집중,30,블로그 글쓰기
2024-09-12 15:10,휴식,5,블로그 글쓰기
2024-09-12 15:50,집중,25,알고리즘 연습
2024-09-12 16:50,집중,30,알고리즘 연습
2024-09-12 17:20,긴휴식,15,알고리즘 연습
2024-09-12 17:55,집중,30,알고리즘 연습
2024-09-12 17:56,집중,25,코드 리팩토링
2024-09-12 18:21,휴식,5,코드 리팩토링
2024-09-12 18:33,집중,25,코드 리팩토링
2024-09-12 18:58,휴식,5,코드 리팩토링
2024-09-12 21:20,집중,30,포트폴리오 작업
2024-09-13 08:02,집중,45,디자인 작업
2024-09-13 08:47,휴식,5,디자인 작업
2024-09-13 09:10,집중,25,디자인 작업
2024-09-13 09:15,집중,30,리액트 프로젝트
2024-09-13 09:46,집중,25,리액트 프로젝트
2024-09-13 10:11,긴휴식,15,리액트 프로젝트
2024-09-13 10:36,집중,45,코드 리팩토링
2024-09-13 11:21,휴식,5,코드 리팩토링
2024-09-13 11:57,집중,30,취업 준비
2024-09-13 12:27,휴식,5,취업 준비
2024-09-13 16:17,집중,45,디자인 작업
2024-09-13 16:43,집중,15,리액트 프로젝트
2024-09-13 16:58,긴휴식,15,리액트 프로젝트
2024-09-13 19:00,집중,25,영어 공부
2024-09-13 20:00,휴식,5,영어 공부
2024-09-13 20:40,집중,25,블로그 글쓰기
2024-09-14 09:36,집중,15,리액트 프로젝트
2024-09-14 09:38,집중,45,디자인 작업
2024-09-14 10:23,휴식,5,디자인 작업
2024-09-14 11:04,집중,15,리액트 프로젝트
2024-09-14 11:10,집중,25,리액트 프로젝트
2024-09-14 11:35,긴휴식,15,리액트 프로젝트
2024-09-14 12:59,집중,15,영어 공부
2024-09-14 13:14,휴식,5,영어 공부
2024-09-14 15:21,집중,25,코드 리팩토링
2024-09-14 15:46,휴식,5,코드 리팩토링
2024-09-14 17:04,집중,15,리액트 프로젝트
2024-09-15 09:03,집중,25,취업 준비
2024-09-15 09:07,집중,25,디자인 작업
2024-09-15 09:32,휴식,5,디자인 작업
2024-09-15 10:22,집중,25,블로그 글쓰기
2024-09-15 11:22,휴식,5,블로그 글쓰기
2024-09-15 11:49,집중,15,디자인 작업
2024-09-15 12:04,긴휴식,15,디자인 작업
2024-09-15 18:21,집중,30,포트폴리오 작업
2024-09-16 07:25,집중,25,영어 공부
2024-09-16 08:25,휴식,5,영어 공부
2024-09-16 09:34,집중,15,알고리즘 연습
2024-09-16 09:49,휴식,5,알고리즘 연습
2024-09-16 11:26,집중,30,디자인 작업
2024-09-16 11:45,집중,45,자바스크립트 공부
2024-09-16 11:57,집중,15,영어 공부
2024-09-16 12:03,집중,45,디자인 작업
2024-09-16 12:48,휴식,5,디자인 작업
2024-09-16 14:14,집중,25,취업 준비
2024-09-16 14:35,집중,45,취업 준비
2024-09-16 15:20,긴휴식,15,취업 준비
2024-09-16 16:53,집중,30,취업 준비
2024-09-16 17:23,휴식,5,취업 준비
2024-09-16 18:02,집중,45,자바스크립트 공부
2024-09-16 18:09,집중,25,알고리즘 연습
2024-09-16 19:09,휴식,5,알고리즘 연습
2024-09-16 21:53,집중,15,취업 준비
2024-09-17 00:48,집중,25,영어 공부
2024-09-17 01:13,휴식,5,영어 공부
2024-09-17 09:03,집중,30,블로그 글쓰기
2024-09-17 09:30,집중,30,알고리즘 연습
2024-09-17 09:55,집중,25,포트폴리오 작업
2024-09-17 10:14,집중,45,포트폴리오 작업
2024-09-17 10:59,휴식,5,포트폴리오 작업
2024-09-17 12:58,집중,45,리액트 프로젝트
2024-09-17 13:43,휴식,5,리액트 프로젝트
2024-09-17 13:54,집중,45,코드 리팩토링
2024-09-17 14:36,집중,15,취업 준비
2024-09-17 14:51,긴휴식,15,취업 준비
2024-09-17 17:12,집중,45,디자인 작업
2024-09-17 17:57,휴식,5,디자인 작업
2024-09-17 20:20,집중,45,리액트 프로젝트
2024-09-17 21:10,집중,15,알고리즘 연습
2024-09-17 21:17,집중,25,리액트 프로젝트
2024-09-18 00:10,집중,45,디자인 작업
2024-09-18 00:55,휴식,5,디자인 작업
2024-09-18 07:55,집중,45,취업 준비
2024-09-18 08:40,휴식,5,취업 준비
2024-09-18 10:40,집중,45,영어 공부
2024-09-18 11:08,집중,25,코드 리팩토링
2024-09-18 11:12,집중,25,리액트 프로젝트
2024-09-18 11:18,집중,25,리액트 프로젝트
2024-09-18 12:18,휴식,5,리액트 프로젝트
2024-09-18 14:43,집중,30,코드 리팩토링
2024-09-18 15:11,집중,15,코드 리팩토링
2024-09-18 15:16,집중,25,자바스크립트 공부
2024-09-18 15:37,집중,25,자바스크립트 공부
2024-09-18 16:02,휴식,5,자바스크립트 공부
2024-09-18 18:20,집중,15,알고리즘 연습
2024-09-18 18:35,휴식,5,알고리즘 연습
2024-09-18 20:11,집중,30,자바스크립트 공부
2024-09-18 20:24,집중,15,디자인 작업
2024-09-19 07:23,집중,25,포트폴리오 작업
2024-09-19 08:23,휴식,5,포트폴리오 작업
2024-09-19 09:01,집중,25,영어 공부
2024-09-19 09:06,집중,25,코드 리팩토링
2024-09-19 09:33,집중,30,코드 리팩토링
2024-09-19 10:03,긴휴식,15,코드 리팩토링
2024-09-19 14:27,집중,45,자바스크립트 공부
2024-09-19 14:56,집중,30,디자인 작업
2024-09-19 15:26,휴식,5,디자인 작업
2024-09-19 15:46,집중,45,블로그 글쓰기
2024-09-19 16:31,휴식,5,블로그 글쓰기
2024-09-19 16:43,집중,30,블로그 글쓰기
2024-09-19 17:11,집중,15,코드 리팩토링
2024-09-19 17:26,휴식,5,코드 리팩토링
2024-09-19 20:00,집중,30,자바스크립트 공부
2024-09-19 20:30,휴식,5,자바스크립트 공부
2024-09-19 20:55,집중,25,리액트 프로젝트
2024-09-19 21:20,휴식,5,리액트 프로젝트
2024-09-19 21:32,집중,45,취업 준비
2024-09-20 05:56,집중,15,취업 준비
2024-09-20 06:11,휴식,5,취업 준비
2024-09-20 08:31,집중,45,자바스크립트 공부
2024-09-20 09:16,휴식,5,자바스크립트 공부
2024-09-20 11:14,집중,45,알고리즘 연습
2024-09-20 11:59,휴식,5,알고리즘 연습
2024-09-20 13:11,집중,45,코드 리팩토링
2024-09-20 13:56,긴휴식,15,코드 리팩토링
2024-09-20 15:12,집중,15,리액트 프로젝트
2024-09-20 15:27,휴식,5,리액트 프로젝트
2024-09-20 16:50,집중,15,알고리즘 연습
2024-09-20 17:00,집중,45,영어 공부
2024-09-20 17:09,집중,15,리액트 프로젝트
2024-09-20 17:24,긴휴식,15,리액트 프로젝트
2024-09-20 18:34,집중,45,리액트 프로젝트
2024-09-20 19:19,휴식,5,리액트 프로젝트
2024-09-20 22:20,집중,30,알고리즘 연습
2024-09-21 09:48,집중,30,포트폴리오 작업
2024-09-21 10:18,휴식,5,포트폴리오 작업
2024-09-21 10:45,집중,25,영어 공부
2024-09-21 11:45,휴식,5,영어 공부
2024-09-21 13:34,집중,30,포트폴리오 작업
2024-09-21 14:04,휴식,5,포트폴리오 작업
2024-09-21 15:33,집중,25,디자인 작업
2024-09-21 15:58,긴휴식,15,디자인 작업
2024-09-21 16:26,집중,25,알고리즘 연습
2024-09-21 17:26,휴식,5,알고리즘 연습
2024-09-21 21:40,집중,15,코드 리팩토링
2024-09-21 21:55,휴식,5,코드 리팩토링
2024-09-21 23:28,집중,45,코드 리팩토링
2024-09-22 10:49,집중,25,자바스크립트 공부
2024-09-22 11:10,집중,25,자바스크립트 공부
2024-09-22 12:10,휴식,5,자바스크립트 공부
2024-09-22 13:07,집중,25,취업 준비
2024-09-22 14:07,휴식,5,취업 준비
2024-09-22 16:19,집중,45,디자인 작업
2024-09-22 16:49,집중,25,자바스크립트 공부
2024-09-23 08:05,집중,30,리액트 프로젝트
2024-09-23 08:08,집중,25,포트폴리오 작업
2024-09-23 08:33,휴식,5,포트폴리오 작업
2024-09-23 09:32,집중,25,자바스크립트 공부
2024-09-23 10:35,집중,15,자바스크립트 공부
2024-09-23 11:04,집중,30,영어 공부
2024-09-23 11:38,집중,30,취업 준비
2024-09-23 11:54,집중,15,리액트 프로젝트
2024-09-23 12:09,휴식,5,리액트 프로젝트
2024-09-23 17:57,집중,30,블로그 글쓰기
2024-09-23 18:27,긴휴식,15,블로그 글쓰기
2024-09-23 18:51,집중,45,블로그 글쓰기
2024-09-23 19:36,휴식,5,블로그 글쓰기
2024-09-23 20:08,집중,30,디자인 작업
2024-09-23 20:26,집중,25,리액트 프로젝트
2024-09-23 20:51,휴식,5,리액트 프로젝트
2024-09-23 21:28,집중,25,자바스크립트 공부
2024-09-24 06:22,집중,25,디자인 작업
2024-09-24 07:22,휴식,5,디자인 작업
2024-09-24 07:35,집중,25,블로그 글쓰기
2024-09-24 07:36,집중,15,디자인 작업
2024-09-24 07:51,휴식,5,디자인 작업
2024-09-24 08:00,집중,25,취업 준비
2024-09-24 08:25,긴휴식,15,취업 준비
2024-09-24 09:11,집중,15,코드 리팩토링
2024-09-24 09:26,휴식,5,코드 리팩토링
2024-09-24 11:21,집중,25,취업 준비
2024-09-24 11:46,휴식,5,취업 준비
2024-09-24 14:38,집중,45,코드 리팩토링
2024-09-24 14:44,집중,25,영어 공부
2024-09-24 15:00,집중,30,디자인 작업
2024-09-24 15:30,휴식,5,디자인 작업
2024-09-24 16:26,집중,25,자바스크립트 공부
2024-09-24 16:51,휴식,5,자바스크립트 공부
2024-09-24 17:58,집중,15,자바스크립트 공부
2024-09-24 18:13,휴식,5,자바스크립트 공부
2024-09-24 18:20,집중,45,포트폴리오 작업
2024-09-25 06:40,집중,25,코드 리팩토링
2024-09-25 07:05,휴식,5,코드 리팩토링
2024-09-25 07:28,집중,25,취업 준비
2024-09-25 08:28,휴식,5,취업 준비
2024-09-25 10:23,집중,25,알고리즘 연습
2024-09-25 10:42,집중,15,디자인 작업
2024-09-25 11:08,집중,45,코드 리팩토링
2024-09-25 11:43,집중,30,알고리즘 연습
2024-09-25 12:13,휴식,5,알고리즘 연습
2024-09-25 15:01,집중,15,리액트 프로젝트
2024-09-25 15:16,휴식,5,리액트 프로젝트
2024-09-25 15:39,집중,25,리액트 프로젝트
2024-09-25 16:04,긴휴식,15,리액트 프로젝트
2024-09-25 16:23,집중,15,취업 준비
2024-09-25 16:38,휴식,5,취업 준비
2024-09-25 19:56,집중,30,블로그 글쓰기
2024-09-25 20:26,휴식,5,블로그 글쓰기
2024-09-25 21:27,집중,45,알고리즘 연습
2024-09-25 21:33,집중,30,포트폴리오 작업
2024-09-25 22:03,긴휴식,15,포트폴리오 작업
2024-09-25 23:08,집중,45,블로그 글쓰기
2024-09-26 06:47,집중,25,영어 공부
2024-09-26 07:47,휴식,5,영어 공부
2024-09-26 08:11,집중,30,포트폴리오 작업
2024-09-26 08:44,집중,30,자바스크립트 공부
2024-09-26 09:14,휴식,5,자바스크립트 공부
2024-09-26 09:41,집중,30,영어 공부
2024-09-26 10:05,집중,45,알고리즘 연습
2024-09-26 10:50,휴식,5,알고리즘 연습
2024-09-26 12:57,집중,25,알고리즘 연습
2024-09-26 13:57,휴식,5,알고리즘 연습
2024-09-26 14:04,집중,15,취업 준비
2024-09-26 14:19,휴식,5,취업 준비
2024-09-26 14:51,집중,45,취업 준비
2024-09-26 15:33,집중,30,코드 리팩토링
2024-09-26 15:36,집중,25,리액트 프로젝트
2024-09-26 15:37,집중,45,포트폴리오 작업
2024-09-26 16:22,휴식,5,포트폴리오 작업
2024-09-26 16:49,집중,15,디자인 작업
2024-09-27 02:31,집중,25,취업 준비
2024-09-27 02:56,휴식,5,취업 준비
2024-09-27 07:38,집중,25,포트폴리오 작업
2024-09-27 08:03,휴식,5,포트폴리오 작업
2024-09-27 11:40,집중,15,디자인 작업
2024-09-27 11:55,휴식,5,디자인 작업
2024-09-27 13:10,집중,45,취업 준비
2024-09-27 13:55,긴휴식,15,취업 준비
2024-09-27 14:20,집중,30,리액트 프로젝트
2024-09-27 14:50,휴식,5,리액트 프로젝트
2024-09-27 16:13,집중,25,자바스크립트 공부
2024-09-27 16:38,휴식,5,자바스크립트 공부
2024-09-27 16:51,집중,25,알고리즘 연습
2024-09-27 17:16,휴식,5,알고리즘 연습
2024-09-27 17:53,집중,45,포트폴리오 작업
2024-09-27 18:38,긴휴식,15,포트폴리오 작업
2024-09-27 19:04,집중,25,취업 준비
2024-09-27 19:29,휴식,5,취업 준비
2024-09-27 22:00,집중,25,자바스크립트 공부
2024-09-28 06:52,집중,25,블로그 글쓰기
2024-09-28 07:17,휴식,5,블로그 글쓰기
2024-09-28 08:44,집중,30,리액트 프로젝트
2024-09-28 09:14,휴식,5,리액트 프로젝트
2024-09-28 10:32,집중,25,자바스크립트 공부
2024-09-28 10:39,집중,30,자바스크립트 공부
